variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
lp__,-5954.516149375,-5954.12,20.395557849448156,20.296793999999405,-5988.59,-5921.42,1.002222609336393,2030.082948200924,4509.825571986713
beta,49.27157133125,49.27095,0.5260639432694977,0.5055665999999963,48.41988,50.131915,1.0047099546100888,1472.1379962468404,2819.7685382630225
s_raw[1],-0.16911276233099437,-0.16792600000000002,0.27758004219053034,0.27809054069999994,-0.6217426500000001,0.28055734999999993,1.0063741659646819,1414.9959803127442,2444.159210753862
s_raw[2],-1.092885441656875,-1.0861049999999999,0.31907662951831667,0.315660366,-1.6210155000000002,-0.5818984500000002,1.0026127436223897,1791.6714132644695,3314.5843578879944
s_raw[3],-1.15319099053125,-1.1435,0.3293627323248783,0.32199106800000005,-1.713469,-0.62423045,1.003005551229522,1700.0388217371883,2832.63582468664
s_raw[4],1.18176089100625,1.1799849999999998,0.3312884165800471,0.3319170750000004,0.6456338500000001,1.7308529999999998,1.0033474477311446,1408.1615045897317,2548.3544164770624
s_raw[5],1.844592626625,1.83819,0.4028028199090852,0.3972997350000001,1.1947825,2.5305505,1.001357429435822,1712.664492139181,3470.9368308581757
s_raw[6],0.17862292950383063,0.178111,0.2736627471132835,0.268618839405,-0.27824164999999995,0.6274304499999998,1.0045048929075004,1432.7567928085662,2870.2855347858003
s_raw[7],-0.5080016058907,-0.501563,0.28600037883775753,0.28668443159999996,-0.9820447,-0.04378073500000021,1.003693829375845,1601.9448969724644,3416.09570337457
s_raw[8],0.15150494555437938,0.15274749999999998,0.27561540745000884,0.2805205221,-0.30571635,0.60165225,1.002659464593242,1554.293925119505,3042.8291259728753
s_raw[9],-0.596145862312875,-0.592122,0.2874660424337699,0.28454503980000007,-1.078578,-0.12834185,1.0042495971216323,1518.676657376243,2909.375997069208
s_raw[10],0.191542419154525,0.194213,0.2757057577720885,0.283067599248,-0.26395035,0.6389192499999998,1.0034119338818794,1500.0113761903715,2956.7286638373553
s_raw[11],0.12657915953729376,0.1226455,0.27522899267870937,0.27754568519999995,-0.3206546,0.5747209,1.0028613091356424,1406.2694274304097,3011.5088326343503
s_raw[12],0.5607863954440625,0.5603735000000001,0.2863892691859941,0.2848764009,0.08925236,1.0411339999999991,1.0036553943111688,1329.341242936875,2928.0600982583182
s_raw[13],1.5380189614375,1.5305,0.3641356283984161,0.3572324699999998,0.9493497000000001,2.1513665,1.0007609631888579,1668.0211196848823,3435.0147876411284
s_raw[14],1.538534710375,1.5299,0.3613294582526834,0.364067256,0.96371805,2.1436715,1.0037723932913651,1532.0189484649316,3696.026797182205
s_raw[15],-0.19779592204249374,-0.1962675,0.2762780449203339,0.276381977634,-0.6557805,0.25538934999999996,1.0031190893556756,1424.0715356136714,2770.151456487999
s_raw[16],-0.7780835417365,-0.773418,0.30449405469897883,0.30415390739999987,-1.2891055,-0.2858730000000002,1.004874115628218,1527.9435578233993,2917.1354121489517
s_raw[17],-1.947574953625,-1.94346,0.4055680990040043,0.4005466290000001,-2.6336125,-1.2921810000000005,1.0023782881568828,2169.0258453839133,3752.317654592367
s_raw[18],-0.05060943648964375,-0.049662200000000004,0.2703375365074118,0.27539487738,-0.49440465000000006,0.39162364999999993,1.003669441039888,1468.3542932815758,3072.4392725124435
s_raw[19],-0.019174279704206248,-0.0173034,0.27536665322479337,0.27461591933999996,-0.4713646,0.4294523499999998,1.00416543461371,1297.9377948401122,2945.830234301642
s_raw[20],-0.683964480316625,-0.6823414999999999,0.29387376216969413,0.2908579506,-1.1642549999999998,-0.20500340000000006,1.0033102707905122,1672.8924580809792,3045.3784681181073
psi_s,2.247557968125,2.195485,0.38739350814598045,0.3550159829999999,1.7092380000000003,2.9472155,1.0003384978342922,2410.4521349207125,4048.656636916202
"d_raw[1,1]",0.7718965205613187,0.770206,0.2850994393636005,0.28501280009999985,0.30541110000000005,1.23848,1.001889032752638,1910.495271635979,3722.356221048269
"d_raw[2,1]",-1.13758913183125,-1.137305,0.29025348983346166,0.2885762292,-1.61453,-0.6590357000000002,1.0008726355583923,1636.1741515198485,3742.7243879899665
"d_raw[3,1]",-0.008859623710268749,-0.00612348,0.28365934404197113,0.2856021335999999,-0.4722919,0.45617909999999995,1.0022042567254474,1934.1616508927584,5257.2245083632815
"d_raw[4,1]",-0.88100802479375,-0.8859045000000001,0.28685245394982084,0.2869876233000001,-1.3498824999999999,-0.4041339000000001,1.0018123446308702,2009.7454892305855,4961.509643010852
"d_raw[5,1]",-0.1698189974991131,-0.170401,0.2844838430687398,0.28029724254,-0.6341812,0.30383329999999975,1.0016166831484001,2039.6743311442683,4340.052413590013
"d_raw[6,1]",-0.16842478445563375,-0.17087999999999998,0.2869461886987454,0.28787740569,-0.6388720499999999,0.3071503999999998,1.001755938582532,2083.128022783831,4725.089372565128
"d_raw[7,1]",-1.2270826783125,-1.227285,0.2808547636162877,0.284118051,-1.69015,-0.7691178000000001,1.0011269191887948,2153.240374047433,5651.870266199376
"d_raw[8,1]",0.5897193490665,0.5879289999999999,0.28254425015300977,0.28337007929999997,0.13336080000000003,1.0561125,1.0009678122441041,2292.2263565754424,4811.877316635455
"d_raw[9,1]",-0.739504944720635,-0.7366035,0.28860774740913286,0.28809734940000004,-1.217822,-0.2674983500000003,1.0013092323605055,1984.1387816064453,4361.930329771545
"d_raw[10,1]",-0.0938808263842375,-0.08984054999999999,0.2833830772536463,0.28538863919999996,-0.5621546500000001,0.36964874999999997,1.000208720562626,2180.3348631835242,4867.516057932564
