variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
lp__,-6098.880403125,-6098.27,24.99611869552162,24.68529000000081,-6141.190499999999,-6059.308500000001,1.0013470874922648,3526.1374687805987,6824.647709858732
beta,49.47699908125,49.4686,0.6776092087265457,0.6627221999999987,48.354144999999995,50.58750499999999,1.0002374117421071,7418.996195053023,10122.906884115982
s_raw[1],-1.93149029658125,-1.9429349999999999,0.5311293423324625,0.4669819349999998,-2.735786,-1.1396870000000003,1.0019137394492998,2239.493197801461,1173.5538642134393
s_raw[2],0.0180799062157,0.0202301,0.3782443970927779,0.34157310053999995,-0.57039065,0.59907245,1.000560213276858,10196.144089447858,5630.703177549804
s_raw[3],0.4589683248628125,0.4574855,0.37977655839302576,0.34143833219999997,-0.13341795,1.0606895,1.0009981668702121,11050.477770417843,4306.353132214688
s_raw[4],-0.2493859644217,-0.25173999999999996,0.3760429502596962,0.34117643091,-0.8302743499999999,0.33408419999999933,1.0007328347412594,10316.62100842127,5188.4312211716815
s_raw[5],0.8646648248519375,0.867213,0.41474543914751083,0.36942166590000003,0.24643780000000004,1.5070359999999998,1.0008773894985752,8756.349483135242,2773.5660071883854
s_raw[6],-1.092905808276625,-1.10025,0.4320932036210548,0.3827228117999999,-1.7547629999999999,-0.44186930000000096,1.0019821976919605,4599.483272324689,1690.4155169601406
s_raw[7],0.9159632821631875,0.9273125,0.4199525960609803,0.37145875829999997,0.2802929,1.5519304999999997,1.0020446319235672,4802.029813255257,1764.0261826291994
s_raw[8],0.7437480384470625,0.7547585,0.4077355390792915,0.361050165,0.1233032,1.3658839999999999,1.0006002693919975,5999.028368142328,2276.862327555413
s_raw[9],-0.848136917055,-0.8504579999999999,0.412942262289552,0.3672259353,-1.4891115,-0.230169,1.00114653180436,5601.154196476647,1539.919377607468
s_raw[10],-0.11446547627485625,-0.114053,0.37213663503907124,0.33424327439999996,-0.6943598499999999,0.4662445499999996,1.001214213665002,10903.4075912411,4080.7785616962024
s_raw[11],1.2464725884599375,1.26308,0.4640652800425088,0.4059914774999999,0.54409445,1.9296239999999998,1.0013976542897682,2541.8904736464583,1454.6442457002856
s_raw[12],1.0079662279275625,1.01349,0.42336825567646474,0.36739495169999986,0.36231280000000005,1.6618794999999997,1.000470754426729,4859.96438473673,2218.6304031160116
s_raw[13],-1.56260789373125,-1.57195,0.48113855054699495,0.4251726149999998,-2.2997565,-0.8397920500000001,1.0013119505945591,2971.030890697949,1342.5078766737208
s_raw[14],0.06886442018905625,0.0696737,0.3740279678721065,0.33590037642,-0.51859205,0.64741045,1.0006913712563734,10356.995993777291,5260.931698230104
s_raw[15],-1.185748778339125,-1.193175,0.4348479393245192,0.38588149109999986,-1.846312,-0.5329174000000003,1.0022060105493549,3939.212176933042,1647.1739229021287
s_raw[16],0.768439981688875,0.7714095,0.4054573725712979,0.3517179393,0.1583571,1.3933164999999998,1.0007324205101398,6542.390910286431,1995.410048187569
s_raw[17],1.1774837699406875,1.1875300000000002,0.4377442130412425,0.38539964609999994,0.5148509,1.842458,1.0005431764856352,3780.896695290191,1696.3012749398351
s_raw[18],0.16622484053135,0.1615185,0.37798962519465734,0.33708527033999997,-0.411848,0.7508296499999995,1.000976360378508,10000.601683328614,5108.353956138528
s_raw[19],-0.10137087594585,-0.1076495,0.3851035633172045,0.33686821769999997,-0.6984829499999999,0.5006619,1.0011932780505706,9956.116031495385,3986.750239333553
s_raw[20],-0.2977543983640125,-0.29908,0.387459752524127,0.33960517142999996,-0.8933504,0.3032313999999997,1.0014232626098667,8216.960579944567,2680.920929212397
psi_s,2.84014240646,2.81808,0.6360934976703297,0.5106741569999999,2.0013949999999996,3.8494444999999997,1.002896166132113,1625.0830578152024,722.915882459275
"d_raw[1,1]",-0.46750282309874314,-0.5084409999999999,0.7311093875545341,0.6774428612699998,-1.5902964999999998,0.7933332,1.0016033040332022,2856.7040022401266,2771.646396049435
"d_raw[2,1]",1.1051653426238126,1.15363,0.7678847579211145,0.6982230570000001,-0.23999249999999997,2.2649904999999992,1.0045975969071732,1505.5309456369969,1293.3065729877499
"d_raw[3,1]",-1.4241260066164374,-1.5097,0.8387255380122134,0.748520262,-2.6244155,0.10489449999999968,1.0065845977745216,836.8524938262561,1139.1359148917013
"d_raw[4,1]",-0.4191982063676937,-0.4306265,0.7182144375648459,0.66385735269,-1.5777569999999999,0.7866732999999997,1.001551067278378,12632.6922743873,3850.827240711878
"d_raw[5,1]",0.89097554800975,0.94495,0.7504179071267437,0.68844531,-0.44719790000000004,2.0196894999999992,1.0023002849279794,2280.495938147487,1949.707339161323
"d_raw[6,1]",0.064960812610975,0.0721981,0.7095549725480353,0.6672448712999999,-1.111629,1.1929624999999997,1.0009528846568232,27529.544905389725,5749.931879202017
"d_raw[7,1]",-0.060815620936575,-0.06742585,0.7274076641115402,0.6801618014099999,-1.2400605,1.1404405,1.001579453477099,24840.008645758477,5310.393375290272
"d_raw[8,1]",-0.6878032023995,-0.7429405,0.7513505488761194,0.6987775494,-1.8176480000000002,0.6407716499999996,1.001992123817524,1992.472133238621,2038.9250364556203
"d_raw[9,1]",0.4546282922145625,0.467342,0.7312059184560523,0.685385623902,-0.77407475,1.6151169999999992,1.0018267197840032,11693.873231560829,3278.541670025618
"d_raw[10,1]",-0.3590729842874,-0.37954600000000005,0.7310439176606,0.69014481438,-1.5240465,0.8637199499999995,1.0008541853967723,15283.0820518615,3861.534494060307
"d_raw[11,1]",-0.754758442892,-0.8059555,0.7748435429560442,0.7155116556,-1.9183215,0.5926777499999997,1.0022150877024267,2009.3203897568985,2233.187750251645
"d_raw[12,1]",-0.0720712566391625,-0.0896963,0.6976164161185143,0.6471245067,-1.1854224999999998,1.0955269999999995,1.001033727233898,17751.72476566916,5634.944498842071
